Country,Technology,Grid connection,Year,Electricity generation (GWh)
Switzerland,Marine energy,Off-grid,2003,0.0
Switzerland,Marine energy,Off-grid,2004,0.0
Switzerland,Marine energy,Off-grid,2005,0.0
Switzerland,Marine energy,Off-grid,2006,0.0
Switzerland,Marine energy,Off-grid,2007,0.0
Switzerland,Marine energy,Off-grid,2008,0.0
Switzerland,Marine energy,Off-grid,2009,0.0
Switzerland,Marine energy,Off-grid,2010,0.0
Switzerland,Marine energy,Off-grid,2011,0.0
Switzerland,Marine energy,Off-grid,2012,0.0
Switzerland,Marine energy,Off-grid,2013,0.0
Switzerland,Marine energy,Off-grid,2014,0.0
Switzerland,Marine energy,Off-grid,2015,0.0
Switzerland,Marine energy,Off-grid,2016,0.0
Switzerland,Marine energy,Off-grid,2017,0.0
Switzerland,Marine energy,Off-grid,2018,0.0
Switzerland,Marine energy,Off-grid,2019,0.0
Switzerland,Marine energy,Off-grid,2020,0.0
Switzerland,Marine energy,Off-grid,2021,0.0
Switzerland,Marine energy,Off-grid,2022,0.0
Switzerland,Solid biofuels,On-grid,2000,59.0
Switzerland,Solid biofuels,On-grid,2001,45.0
Switzerland,Solid biofuels,On-grid,2002,56.0
Switzerland,Solid biofuels,On-grid,2003,74.0
Switzerland,Solid biofuels,On-grid,2004,72.0
Switzerland,Solid biofuels,On-grid,2005,73.0
Switzerland,Solid biofuels,On-grid,2006,80.0
Switzerland,Solid biofuels,On-grid,2007,126.0
Switzerland,Solid biofuels,On-grid,2008,145.0
Switzerland,Solid biofuels,On-grid,2009,165.0
Switzerland,Solid biofuels,On-grid,2010,151.0
Switzerland,Solid biofuels,On-grid,2011,207.0
Switzerland,Solid biofuels,On-grid,2012,272.0
Switzerland,Solid biofuels,On-grid,2013,304.0
Switzerland,Solid biofuels,On-grid,2014,298.0
Switzerland,Solid biofuels,On-grid,2015,215.0
Switzerland,Solid biofuels,On-grid,2016,254.0
Switzerland,Solid biofuels,On-grid,2017,352.0
Switzerland,Solid biofuels,On-grid,2018,312.0
Switzerland,Solid biofuels,On-grid,2019,333.0
Switzerland,Solid biofuels,On-grid,2020,424.0
Switzerland,Solid biofuels,On-grid,2021,553.0
Switzerland,Solid biofuels,On-grid,2022,0.0
Switzerland,Solid biofuels,Off-grid,2000,0.0
Switzerland,Solid biofuels,Off-grid,2001,0.0
Switzerland,Solid biofuels,Off-grid,2002,0.0
Switzerland,Solid biofuels,Off-grid,2003,0.0
Switzerland,Solid biofuels,Off-grid,2004,0.0
Switzerland,Solid biofuels,Off-grid,2005,0.0
Switzerland,Solid biofuels,Off-grid,2006,0.0
Switzerland,Solid biofuels,Off-grid,2007,0.0
Switzerland,Solid biofuels,Off-grid,2008,0.0
Switzerland,Solid biofuels,Off-grid,2009,0.0
Switzerland,Solid biofuels,Off-grid,2010,0.0
Switzerland,Solid biofuels,Off-grid,2011,0.0
Switzerland,Solid biofuels,Off-grid,2012,0.0
Switzerland,Solid biofuels,Off-grid,2013,0.0
Switzerland,Solid biofuels,Off-grid,2014,0.0
Switzerland,Solid biofuels,Off-grid,2015,0.0
Switzerland,Solid biofuels,Off-grid,2016,0.0
Switzerland,Solid biofuels,Off-grid,2017,0.0
Switzerland,Solid biofuels,Off-grid,2018,0.0
Switzerland,Solid biofuels,Off-grid,2019,0.0
Switzerland,Solid biofuels,Off-grid,2020,0.0
Switzerland,Solid biofuels,Off-grid,2021,0.0
Switzerland,Solid biofuels,Off-grid,2022,0.0
Switzerland,Renewable municipal waste,On-grid,2000,635.0
Switzerland,Renewable municipal waste,On-grid,2001,680.0
Switzerland,Renewable municipal waste,On-grid,2002,708.0
Switzerland,Renewable municipal waste,On-grid,2003,722.0
Switzerland,Renewable municipal waste,On-grid,2004,763.0
Switzerland,Renewable municipal waste,On-grid,2005,806.0
Switzerland,Renewable municipal waste,On-grid,2006,908.0
Switzerland,Renewable municipal waste,On-grid,2007,890.0
Switzerland,Renewable municipal waste,On-grid,2008,912.0
Switzerland,Renewable municipal waste,On-grid,2009,877.0
Switzerland,Renewable municipal waste,On-grid,2010,919.0
Switzerland,Renewable municipal waste,On-grid,2011,954.0
Switzerland,Renewable municipal waste,On-grid,2012,1006.0
Switzerland,Renewable municipal waste,On-grid,2013,1042.0
Switzerland,Renewable municipal waste,On-grid,2014,1102.0
Switzerland,Renewable municipal waste,On-grid,2015,1106.0
Switzerland,Renewable municipal waste,On-grid,2016,1175.0
Switzerland,Renewable municipal waste,On-grid,2017,1174.0
Switzerland,Renewable municipal waste,On-grid,2018,1164.0
Switzerland,Renewable municipal waste,On-grid,2019,1173.0
Switzerland,Renewable municipal waste,On-grid,2020,1178.0
Switzerland,Renewable municipal waste,On-grid,2021,1108.0
Switzerland,Renewable municipal waste,On-grid,2022,0.0
Switzerland,Renewable municipal waste,Off-grid,2000,0.0
Switzerland,Renewable municipal waste,Off-grid,2001,0.0
Switzerland,Renewable municipal waste,Off-grid,2002,0.0
Switzerland,Renewable municipal waste,Off-grid,2003,0.0
Switzerland,Renewable municipal waste,Off-grid,2004,0.0
Switzerland,Renewable municipal waste,Off-grid,2005,0.0
Switzerland,Renewable municipal waste,Off-grid,2006,0.0
Switzerland,Renewable municipal waste,Off-grid,2007,0.0
Switzerland,Renewable municipal waste,Off-grid,2008,0.0
Switzerland,Renewable municipal waste,Off-grid,2009,0.0
Switzerland,Renewable municipal waste,Off-grid,2010,0.0
Switzerland,Renewable municipal waste,Off-grid,2011,0.0
Switzerland,Renewable municipal waste,Off-grid,2012,0.0
Switzerland,Renewable municipal waste,Off-grid,2013,0.0
Switzerland,Renewable municipal waste,Off-grid,2014,0.0
Switzerland,Renewable municipal waste,Off-grid,2015,0.0
Switzerland,Renewable municipal waste,Off-grid,2016,0.0
Switzerland,Renewable municipal waste,Off-grid,2017,0.0
Switzerland,Renewable municipal waste,Off-grid,2018,0.0
Switzerland,Renewable municipal waste,Off-grid,2019,0.0
Switzerland,Renewable municipal waste,Off-grid,2020,0.0
Switzerland,Renewable municipal waste,Off-grid,2021,0.0
Switzerland,Renewable municipal waste,Off-grid,2022,0.0
Switzerland,Liquid biofuels,On-grid,2000,0.0
Switzerland,Liquid biofuels,On-grid,2001,0.0
Switzerland,Liquid biofuels,On-grid,2002,0.0
Switzerland,Liquid biofuels,On-grid,2003,0.0
Switzerland,Liquid biofuels,On-grid,2004,0.0
Switzerland,Liquid biofuels,On-grid,2005,0.0
Switzerland,Liquid biofuels,On-grid,2006,0.0
Switzerland,Liquid biofuels,On-grid,2007,0.0
Switzerland,Liquid biofuels,On-grid,2008,0.0
Switzerland,Liquid biofuels,On-grid,2009,0.0
Switzerland,Liquid biofuels,On-grid,2010,0.0
Switzerland,Liquid biofuels,On-grid,2011,0.0
Switzerland,Liquid biofuels,On-grid,2012,0.0
Switzerland,Liquid biofuels,On-grid,2013,0.0
Switzerland,Liquid biofuels,On-grid,2014,0.0
Switzerland,Liquid biofuels,On-grid,2015,0.0
Switzerland,Liquid biofuels,On-grid,2016,0.0
Switzerland,Liquid biofuels,On-grid,2017,0.0
Switzerland,Liquid biofuels,On-grid,2018,0.0
Switzerland,Liquid biofuels,On-grid,2019,0.0
Switzerland,Liquid biofuels,On-grid,2020,0.0
Switzerland,Liquid biofuels,On-grid,2021,0.0
Switzerland,Liquid biofuels,On-grid,2022,0.0
Switzerland,Liquid biofuels,Off-grid,2000,0.0
Switzerland,Liquid biofuels,Off-grid,2001,0.0
Switzerland,Liquid biofuels,Off-grid,2002,0.0
Switzerland,Liquid biofuels,Off-grid,2003,0.0
Switzerland,Liquid biofuels,Off-grid,2004,0.0
Switzerland,Liquid biofuels,Off-grid,2005,0.0
Switzerland,Liquid biofuels,Off-grid,2006,0.0
Switzerland,Liquid biofuels,Off-grid,2007,0.0
Switzerland,Liquid biofuels,Off-grid,2008,0.0
Switzerland,Liquid biofuels,Off-grid,2009,0.0
Switzerland,Liquid biofuels,Off-grid,2010,0.0
Switzerland,Liquid biofuels,Off-grid,2011,0.0
Switzerland,Liquid biofuels,Off-grid,2012,0.0
Switzerland,Liquid biofuels,Off-grid,2013,0.0
Switzerland,Liquid biofuels,Off-grid,2014,0.0
Switzerland,Liquid biofuels,Off-grid,2015,0.0
Switzerland,Liquid biofuels,Off-grid,2016,0.0
Switzerland,Liquid biofuels,Off-grid,2017,0.0
Switzerland,Liquid biofuels,Off-grid,2018,0.0
Switzerland,Liquid biofuels,Off-grid,2019,0.0
Switzerland,Liquid biofuels,Off-grid,2020,0.0
Switzerland,Liquid biofuels,Off-grid,2021,0.0
Switzerland,Liquid biofuels,Off-grid,2022,0.0
Switzerland,Biogas,On-grid,2000,148.0
Switzerland,Biogas,On-grid,2001,156.0
Switzerland,Biogas,On-grid,2002,152.0
Switzerland,Biogas,On-grid,2003,151.0
Switzerland,Biogas,On-grid,2004,144.0
Switzerland,Biogas,On-grid,2005,145.0
Switzerland,Biogas,On-grid,2006,154.0
Switzerland,Biogas,On-grid,2007,168.0
Switzerland,Biogas,On-grid,2008,176.0
Switzerland,Biogas,On-grid,2009,191.0
Switzerland,Biogas,On-grid,2010,209.0
Switzerland,Biogas,On-grid,2011,229.0
Switzerland,Biogas,On-grid,2012,260.0
Switzerland,Biogas,On-grid,2013,279.0
Switzerland,Biogas,On-grid,2014,290.0
Switzerland,Biogas,On-grid,2015,303.0
Switzerland,Biogas,On-grid,2016,321.0
Switzerland,Biogas,On-grid,2017,333.0
Switzerland,Biogas,On-grid,2018,351.0
Switzerland,Biogas,On-grid,2019,373.0
Switzerland,Biogas,On-grid,2020,389.0
Switzerland,Biogas,On-grid,2021,405.0
Switzerland,Biogas,On-grid,2022,0.0
Switzerland,Biogas,Off-grid,2000,0.0
Switzerland,Biogas,Off-grid,2001,0.0
Switzerland,Biogas,Off-grid,2002,0.0
Switzerland,Biogas,Off-grid,2003,0.0
Switzerland,Biogas,Off-grid,2004,0.0
Switzerland,Biogas,Off-grid,2005,0.0
Switzerland,Biogas,Off-grid,2006,0.0
Switzerland,Biogas,Off-grid,2007,0.0
Switzerland,Biogas,Off-grid,2008,0.0
Switzerland,Biogas,Off-grid,2009,0.0
Switzerland,Biogas,Off-grid,2010,0.0
Switzerland,Biogas,Off-grid,2011,0.0
Switzerland,Biogas,Off-grid,2012,0.0
Switzerland,Biogas,Off-grid,2013,0.0
Switzerland,Biogas,Off-grid,2014,0.0
Switzerland,Biogas,Off-grid,2015,0.0
Switzerland,Biogas,Off-grid,2016,0.0
Switzerland,Biogas,Off-grid,2017,0.0
Switzerland,Biogas,Off-grid,2018,0.0
Switzerland,Biogas,Off-grid,2019,0.0
Switzerland,Biogas,Off-grid,2020,0.0
Switzerland,Biogas,Off-grid,2021,0.0
Switzerland,Biogas,Off-grid,2022,0.0
Switzerland,Geothermal energy,On-grid,2000,0.0
Switzerland,Geothermal energy,On-grid,2001,0.0
Switzerland,Geothermal energy,On-grid,2002,0.0
Switzerland,Geothermal energy,On-grid,2003,0.0
Switzerland,Geothermal energy,On-grid,2004,0.0
Switzerland,Geothermal energy,On-grid,2005,0.0
Switzerland,Geothermal energy,On-grid,2006,0.0
Switzerland,Geothermal energy,On-grid,2007,0.0
Switzerland,Geothermal energy,On-grid,2008,0.0
Switzerland,Geothermal energy,On-grid,2009,0.0
Switzerland,Geothermal energy,On-grid,2010,0.0
Switzerland,Geothermal energy,On-grid,2011,0.0
Switzerland,Geothermal energy,On-grid,2012,0.0
Switzerland,Geothermal energy,On-grid,2013,0.0
Switzerland,Geothermal energy,On-grid,2014,0.0
Switzerland,Geothermal energy,On-grid,2015,0.0
Switzerland,Geothermal energy,On-grid,2016,0.0
Switzerland,Geothermal energy,On-grid,2017,0.0
Switzerland,Geothermal energy,On-grid,2018,0.0
Switzerland,Geothermal energy,On-grid,2019,0.0
Switzerland,Geothermal energy,On-grid,2020,0.0
Switzerland,Geothermal energy,On-grid,2021,0.0
Switzerland,Geothermal energy,On-grid,2022,0.0
Switzerland,Geothermal energy,Off-grid,2000,0.0
Switzerland,Geothermal energy,Off-grid,2001,0.0
Switzerland,Geothermal energy,Off-grid,2002,0.0
Switzerland,Geothermal energy,Off-grid,2003,0.0
Switzerland,Geothermal energy,Off-grid,2004,0.0
Switzerland,Geothermal energy,Off-grid,2005,0.0
Switzerland,Geothermal energy,Off-grid,2006,0.0
Switzerland,Geothermal energy,Off-grid,2007,0.0
Switzerland,Geothermal energy,Off-grid,2008,0.0
Switzerland,Geothermal energy,Off-grid,2009,0.0
Switzerland,Geothermal energy,Off-grid,2010,0.0
Switzerland,Geothermal energy,Off-grid,2011,0.0
Switzerland,Geothermal energy,Off-grid,2012,0.0
Switzerland,Geothermal energy,Off-grid,2013,0.0
Switzerland,Geothermal energy,Off-grid,2014,0.0
Switzerland,Geothermal energy,Off-grid,2015,0.0
Switzerland,Geothermal energy,Off-grid,2016,0.0
Switzerland,Geothermal energy,Off-grid,2017,0.0
Switzerland,Geothermal energy,Off-grid,2018,0.0
Switzerland,Geothermal energy,Off-grid,2019,0.0
Switzerland,Geothermal energy,Off-grid,2020,0.0
Switzerland,Geothermal energy,Off-grid,2021,0.0
Switzerland,Geothermal energy,Off-grid,2022,0.0
Switzerland,Coal and peat,On-grid,2000,0.0
Switzerland,Coal and peat,On-grid,2001,0.0
Switzerland,Coal and peat,On-grid,2002,0.0
Switzerland,Coal and peat,On-grid,2003,0.0
Switzerland,Coal and peat,On-grid,2004,0.0
Switzerland,Coal and peat,On-grid,2005,0.0
Switzerland,Coal and peat,On-grid,2006,0.0
Switzerland,Coal and peat,On-grid,2007,0.0
Switzerland,Coal and peat,On-grid,2008,0.0
Switzerland,Coal and peat,On-grid,2009,0.0
Switzerland,Coal and peat,On-grid,2010,0.0
Switzerland,Coal and peat,On-grid,2011,0.0
Switzerland,Coal and peat,On-grid,2012,0.0
Switzerland,Coal and peat,On-grid,2013,0.0
Switzerland,Coal and peat,On-grid,2014,0.0
Switzerland,Coal and peat,On-grid,2015,0.0
Switzerland,Coal and peat,On-grid,2016,0.0
Switzerland,Coal and peat,On-grid,2017,0.0
Switzerland,Coal and peat,On-grid,2018,0.0
Switzerland,Coal and peat,On-grid,2019,0.0
Switzerland,Coal and peat,On-grid,2020,0.0
Switzerland,Coal and peat,On-grid,2021,0.0
Switzerland,Coal and peat,On-grid,2022,0.0
Switzerland,Coal and peat,Off-grid,2000,0.0
Switzerland,Coal and peat,Off-grid,2001,0.0
Switzerland,Coal and peat,Off-grid,2002,0.0
Switzerland,Coal and peat,Off-grid,2003,0.0
Switzerland,Coal and peat,Off-grid,2004,0.0
Switzerland,Coal and peat,Off-grid,2005,0.0
Switzerland,Coal and peat,Off-grid,2006,0.0
Switzerland,Coal and peat,Off-grid,2007,0.0
Switzerland,Coal and peat,Off-grid,2008,0.0
Switzerland,Coal and peat,Off-grid,2009,0.0
Switzerland,Coal and peat,Off-grid,2010,0.0
Switzerland,Coal and peat,Off-grid,2011,0.0
Switzerland,Coal and peat,Off-grid,2012,0.0
Switzerland,Coal and peat,Off-grid,2013,0.0
Switzerland,Coal and peat,Off-grid,2014,0.0
Switzerland,Coal and peat,Off-grid,2015,0.0
Switzerland,Coal and peat,Off-grid,2016,0.0
Switzerland,Coal and peat,Off-grid,2017,0.0
Switzerland,Coal and peat,Off-grid,2018,0.0
Switzerland,Coal and peat,Off-grid,2019,0.0
Switzerland,Coal and peat,Off-grid,2020,0.0
Switzerland,Coal and peat,Off-grid,2021,0.0
Switzerland,Coal and peat,Off-grid,2022,0.0
Switzerland,Oil,On-grid,2000,227.0
Switzerland,Oil,On-grid,2001,246.0
Switzerland,Oil,On-grid,2002,226.0
Switzerland,Oil,On-grid,2003,245.0
Switzerland,Oil,On-grid,2004,202.0
Switzerland,Oil,On-grid,2005,214.0
Switzerland,Oil,On-grid,2006,200.0
Switzerland,Oil,On-grid,2007,175.0
Switzerland,Oil,On-grid,2008,125.0
Switzerland,Oil,On-grid,2009,103.0
Switzerland,Oil,On-grid,2010,68.0
Switzerland,Oil,On-grid,2011,52.0
Switzerland,Oil,On-grid,2012,50.0
Switzerland,Oil,On-grid,2013,42.0
Switzerland,Oil,On-grid,2014,34.0
Switzerland,Oil,On-grid,2015,35.0
Switzerland,Oil,On-grid,2016,33.0
Switzerland,Oil,On-grid,2017,36.0
Switzerland,Oil,On-grid,2018,23.0
Switzerland,Oil,On-grid,2019,31.0
Switzerland,Oil,On-grid,2020,21.0
Switzerland,Oil,On-grid,2021,32.0
Switzerland,Oil,On-grid,2022,0.0
Switzerland,Oil,Off-grid,2000,0.0
Switzerland,Oil,Off-grid,2001,0.0
Switzerland,Oil,Off-grid,2002,0.0
Switzerland,Oil,Off-grid,2003,0.0
Switzerland,Oil,Off-grid,2004,0.0
Switzerland,Oil,Off-grid,2005,0.0
Switzerland,Oil,Off-grid,2006,0.0
Switzerland,Oil,Off-grid,2007,0.0
Switzerland,Oil,Off-grid,2008,0.0
Switzerland,Oil,Off-grid,2009,0.0
Switzerland,Oil,Off-grid,2010,0.0
Switzerland,Oil,Off-grid,2011,0.0
Switzerland,Oil,Off-grid,2012,0.0
Switzerland,Oil,Off-grid,2013,0.0
Switzerland,Oil,Off-grid,2014,0.0
Switzerland,Oil,Off-grid,2015,0.0
Switzerland,Oil,Off-grid,2016,0.0
Switzerland,Oil,Off-grid,2017,0.0
Switzerland,Oil,Off-grid,2018,0.0
Switzerland,Oil,Off-grid,2019,0.0
Switzerland,Oil,Off-grid,2020,0.0
Switzerland,Oil,Off-grid,2021,0.0
Switzerland,Oil,Off-grid,2022,0.0
Switzerland,Natural gas,On-grid,2000,857.0
Switzerland,Natural gas,On-grid,2001,846.0
Switzerland,Natural gas,On-grid,2002,889.0
Switzerland,Natural gas,On-grid,2003,925.0
Switzerland,Natural gas,On-grid,2004,944.0
Switzerland,Natural gas,On-grid,2005,870.0
Switzerland,Natural gas,On-grid,2006,786.0
Switzerland,Natural gas,On-grid,2007,742.0
Switzerland,Natural gas,On-grid,2008,731.0
Switzerland,Natural gas,On-grid,2009,712.0
Switzerland,Natural gas,On-grid,2010,1027.0
Switzerland,Natural gas,On-grid,2011,962.0
Switzerland,Natural gas,On-grid,2012,912.0
Switzerland,Natural gas,On-grid,2013,755.0
Switzerland,Natural gas,On-grid,2014,503.0
Switzerland,Natural gas,On-grid,2015,629.0
Switzerland,Natural gas,On-grid,2016,860.0
Switzerland,Natural gas,On-grid,2017,723.0
Switzerland,Natural gas,On-grid,2018,621.0
Switzerland,Natural gas,On-grid,2019,605.0
Switzerland,Natural gas,On-grid,2020,618.0
Switzerland,Natural gas,On-grid,2021,505.0
Switzerland,Natural gas,On-grid,2022,0.0
Switzerland,Natural gas,Off-grid,2000,0.0
Switzerland,Natural gas,Off-grid,2001,0.0
Switzerland,Natural gas,Off-grid,2002,0.0
Switzerland,Natural gas,Off-grid,2003,0.0
Switzerland,Natural gas,Off-grid,2004,0.0
Switzerland,Natural gas,Off-grid,2005,0.0
Switzerland,Natural gas,Off-grid,2006,0.0
Switzerland,Natural gas,Off-grid,2007,0.0
Switzerland,Natural gas,Off-grid,2008,0.0
Switzerland,Natural gas,Off-grid,2009,0.0
Switzerland,Natural gas,Off-grid,2010,0.0
Switzerland,Natural gas,Off-grid,2011,0.0
Switzerland,Natural gas,Off-grid,2012,0.0
Switzerland,Natural gas,Off-grid,2013,0.0
Switzerland,Natural gas,Off-grid,2014,0.0
Switzerland,Natural gas,Off-grid,2015,0.0
Switzerland,Natural gas,Off-grid,2016,0.0
Switzerland,Natural gas,Off-grid,2017,0.0
Switzerland,Natural gas,Off-grid,2018,0.0
Switzerland,Natural gas,Off-grid,2019,0.0
Switzerland,Natural gas,Off-grid,2020,0.0
Switzerland,Natural gas,Off-grid,2021,0.0
Switzerland,Natural gas,Off-grid,2022,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2000,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2001,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2002,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2003,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2004,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2005,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2006,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2007,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2008,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2009,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2010,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2011,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2012,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2013,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2014,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2015,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2016,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2017,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2018,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2019,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2020,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2021,0.0
Switzerland,Fossil fuels n.e.s.,On-grid,2022,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2000,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2001,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2002,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2003,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2004,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2005,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2006,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2007,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2008,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2009,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2010,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2011,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2012,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2013,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2014,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2015,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2016,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2017,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2018,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2019,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2020,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2021,0.0
Switzerland,Fossil fuels n.e.s.,Off-grid,2022,0.0
Switzerland,Nuclear,On-grid,2000,26446.0
Switzerland,Nuclear,On-grid,2001,26811.0
Switzerland,Nuclear,On-grid,2002,27234.0
Switzerland,Nuclear,On-grid,2003,27487.0
Switzerland,Nuclear,On-grid,2004,26958.0
Switzerland,Nuclear,On-grid,2005,23341.0
Switzerland,Nuclear,On-grid,2006,27819.0
Switzerland,Nuclear,On-grid,2007,27925.0
Switzerland,Nuclear,On-grid,2008,27700.0
Switzerland,Nuclear,On-grid,2009,27686.0
Switzerland,Nuclear,On-grid,2010,26339.0
Switzerland,Nuclear,On-grid,2011,26710.0
Switzerland,Nuclear,On-grid,2012,25441.0
Switzerland,Nuclear,On-grid,2013,25990.0
Switzerland,Nuclear,On-grid,2014,27557.0
Switzerland,Nuclear,On-grid,2015,23089.0
Switzerland,Nuclear,On-grid,2016,21146.0
Switzerland,Nuclear,On-grid,2017,20376.0
Switzerland,Nuclear,On-grid,2018,25513.0
Switzerland,Nuclear,On-grid,2019,26418.0
Switzerland,Nuclear,On-grid,2020,24025.0
Switzerland,Nuclear,On-grid,2021,19364.0
Switzerland,Nuclear,On-grid,2022,0.0
Switzerland,Nuclear,Off-grid,2000,0.0
Switzerland,Nuclear,Off-grid,2001,0.0
Switzerland,Nuclear,Off-grid,2002,0.0
Switzerland,Nuclear,Off-grid,2003,0.0
Switzerland,Nuclear,Off-grid,2004,0.0
Switzerland,Nuclear,Off-grid,2005,0.0
Switzerland,Nuclear,Off-grid,2006,0.0
Switzerland,Nuclear,Off-grid,2007,0.0
Switzerland,Nuclear,Off-grid,2008,0.0
Switzerland,Nuclear,Off-grid,2009,0.0
Switzerland,Nuclear,Off-grid,2010,0.0
Switzerland,Nuclear,Off-grid,2011,0.0
Switzerland,Nuclear,Off-grid,2012,0.0
Switzerland,Nuclear,Off-grid,2013,0.0
Switzerland,Nuclear,Off-grid,2014,0.0
Switzerland,Nuclear,Off-grid,2015,0.0
Switzerland,Nuclear,Off-grid,2016,0.0
Switzerland,Nuclear,Off-grid,2017,0.0
Switzerland,Nuclear,Off-grid,2018,0.0
Switzerland,Nuclear,Off-grid,2019,0.0
Switzerland,Nuclear,Off-grid,2020,0.0
Switzerland,Nuclear,Off-grid,2021,0.0
Switzerland,Nuclear,Off-grid,2022,0.0
Switzerland,Other non-renewable energy,On-grid,2000,903.0
Switzerland,Other non-renewable energy,On-grid,2001,948.0
Switzerland,Other non-renewable energy,On-grid,2002,966.0
Switzerland,Other non-renewable energy,On-grid,2003,953.0
Switzerland,Other non-renewable energy,On-grid,2004,1010.0
Switzerland,Other non-renewable energy,On-grid,2005,1084.0
Switzerland,Other non-renewable energy,On-grid,2006,1191.0
Switzerland,Other non-renewable energy,On-grid,2007,1119.0
Switzerland,Other non-renewable energy,On-grid,2008,1156.0
Switzerland,Other non-renewable energy,On-grid,2009,1140.0
Switzerland,Other non-renewable energy,On-grid,2010,1146.0
Switzerland,Other non-renewable energy,On-grid,2011,1140.0
Switzerland,Other non-renewable energy,On-grid,2012,1203.0
Switzerland,Other non-renewable energy,On-grid,2013,1241.0
Switzerland,Other non-renewable energy,On-grid,2014,1315.0
Switzerland,Other non-renewable energy,On-grid,2015,1195.0
Switzerland,Other non-renewable energy,On-grid,2016,1249.0
Switzerland,Other non-renewable energy,On-grid,2017,1251.0
Switzerland,Other non-renewable energy,On-grid,2018,1255.0
Switzerland,Other non-renewable energy,On-grid,2019,1260.0
Switzerland,Other non-renewable energy,On-grid,2020,1232.0
Switzerland,Other non-renewable energy,On-grid,2021,1192.0
Switzerland,Other non-renewable energy,On-grid,2022,0.0
Switzerland,Other non-renewable energy,Off-grid,2000,0.0
Switzerland,Other non-renewable energy,Off-grid,2001,0.0
Switzerland,Other non-renewable energy,Off-grid,2002,0.0
Switzerland,Other non-renewable energy,Off-grid,2003,0.0
Switzerland,Other non-renewable energy,Off-grid,2004,0.0
Switzerland,Other non-renewable energy,Off-grid,2005,0.0
Switzerland,Other non-renewable energy,Off-grid,2006,0.0
Switzerland,Other non-renewable energy,Off-grid,2007,0.0
Switzerland,Other non-renewable energy,Off-grid,2008,0.0
Switzerland,Other non-renewable energy,Off-grid,2009,0.0
Switzerland,Other non-renewable energy,Off-grid,2010,0.0
Switzerland,Other non-renewable energy,Off-grid,2011,0.0
Switzerland,Other non-renewable energy,Off-grid,2012,0.0
Switzerland,Other non-renewable energy,Off-grid,2013,0.0
Switzerland,Other non-renewable energy,Off-grid,2014,0.0
Switzerland,Other non-renewable energy,Off-grid,2015,0.0
Switzerland,Other non-renewable energy,Off-grid,2016,0.0
Switzerland,Other non-renewable energy,Off-grid,2017,0.0
Switzerland,Other non-renewable energy,Off-grid,2018,0.0
Switzerland,Other non-renewable energy,Off-grid,2019,0.0
Switzerland,Other non-renewable energy,Off-grid,2020,0.0
Switzerland,Other non-renewable energy,Off-grid,2021,0.0
Switzerland,Other non-renewable energy,Off-grid,2022,0.0
Belgium,Solar photovoltaic,On-grid,2000,0.0
Belgium,Solar photovoltaic,On-grid,2001,0.0
