Country,Technology,Grid connection,Year,Electricity generation (GWh)
France,Natural gas,On-grid,2020,35284.84
France,Natural gas,On-grid,2021,33355.0
France,Natural gas,On-grid,2022,0.0
France,Natural gas,Off-grid,2000,0.0
France,Natural gas,Off-grid,2001,0.0
France,Natural gas,Off-grid,2002,0.0
France,Natural gas,Off-grid,2003,0.0
France,Natural gas,Off-grid,2004,0.0
France,Natural gas,Off-grid,2005,0.0
France,Natural gas,Off-grid,2006,0.0
France,Natural gas,Off-grid,2007,0.0
France,Natural gas,Off-grid,2008,0.0
France,Natural gas,Off-grid,2009,0.0
France,Natural gas,Off-grid,2010,0.0
France,Natural gas,Off-grid,2011,0.0
France,Natural gas,Off-grid,2012,0.0
France,Natural gas,Off-grid,2013,0.0
France,Natural gas,Off-grid,2014,0.0
France,Natural gas,Off-grid,2015,0.0
France,Natural gas,Off-grid,2016,0.0
France,Natural gas,Off-grid,2017,0.0
France,Natural gas,Off-grid,2018,0.0
France,Natural gas,Off-grid,2019,0.0
France,Natural gas,Off-grid,2020,0.0
France,Natural gas,Off-grid,2021,0.0
France,Natural gas,Off-grid,2022,0.0
France,Fossil fuels n.e.s.,On-grid,2000,0.0
France,Fossil fuels n.e.s.,On-grid,2001,0.0
France,Fossil fuels n.e.s.,On-grid,2002,0.0
France,Fossil fuels n.e.s.,On-grid,2003,0.0
France,Fossil fuels n.e.s.,On-grid,2004,0.0
France,Fossil fuels n.e.s.,On-grid,2005,0.0
France,Fossil fuels n.e.s.,On-grid,2006,0.0
France,Fossil fuels n.e.s.,On-grid,2007,0.0
France,Fossil fuels n.e.s.,On-grid,2008,0.0
France,Fossil fuels n.e.s.,On-grid,2009,0.0
France,Fossil fuels n.e.s.,On-grid,2010,0.0
France,Fossil fuels n.e.s.,On-grid,2011,0.0
France,Fossil fuels n.e.s.,On-grid,2012,0.0
France,Fossil fuels n.e.s.,On-grid,2013,0.0
France,Fossil fuels n.e.s.,On-grid,2014,0.0
France,Fossil fuels n.e.s.,On-grid,2015,0.0
France,Fossil fuels n.e.s.,On-grid,2016,0.0
France,Fossil fuels n.e.s.,On-grid,2017,0.0
France,Fossil fuels n.e.s.,On-grid,2018,0.0
France,Fossil fuels n.e.s.,On-grid,2019,0.0
France,Fossil fuels n.e.s.,On-grid,2020,0.0
France,Fossil fuels n.e.s.,On-grid,2021,0.0
France,Fossil fuels n.e.s.,On-grid,2022,0.0
France,Fossil fuels n.e.s.,Off-grid,2000,0.0
France,Fossil fuels n.e.s.,Off-grid,2001,0.0
France,Fossil fuels n.e.s.,Off-grid,2002,0.0
France,Fossil fuels n.e.s.,Off-grid,2003,0.0
France,Fossil fuels n.e.s.,Off-grid,2004,0.0
France,Fossil fuels n.e.s.,Off-grid,2005,0.0
France,Fossil fuels n.e.s.,Off-grid,2006,0.0
France,Fossil fuels n.e.s.,Off-grid,2007,0.0
France,Fossil fuels n.e.s.,Off-grid,2008,0.0
France,Fossil fuels n.e.s.,Off-grid,2009,0.0
France,Fossil fuels n.e.s.,Off-grid,2010,0.0
France,Fossil fuels n.e.s.,Off-grid,2011,0.0
France,Fossil fuels n.e.s.,Off-grid,2012,0.0
France,Fossil fuels n.e.s.,Off-grid,2013,0.0
France,Fossil fuels n.e.s.,Off-grid,2014,0.0
France,Fossil fuels n.e.s.,Off-grid,2015,0.0
France,Fossil fuels n.e.s.,Off-grid,2016,0.0
France,Fossil fuels n.e.s.,Off-grid,2017,0.0
France,Fossil fuels n.e.s.,Off-grid,2018,0.0
France,Fossil fuels n.e.s.,Off-grid,2019,0.0
France,Fossil fuels n.e.s.,Off-grid,2020,0.0
France,Fossil fuels n.e.s.,Off-grid,2021,0.0
France,Fossil fuels n.e.s.,Off-grid,2022,0.0
France,Nuclear,On-grid,2000,415162.0
France,Nuclear,On-grid,2001,421076.0
France,Nuclear,On-grid,2002,436760.0
France,Nuclear,On-grid,2003,441070.0
France,Nuclear,On-grid,2004,448241.0
France,Nuclear,On-grid,2005,451529.0
France,Nuclear,On-grid,2006,450191.0
France,Nuclear,On-grid,2007,439730.0
France,Nuclear,On-grid,2008,439447.0
France,Nuclear,On-grid,2009,409736.0
France,Nuclear,On-grid,2010,428521.0
France,Nuclear,On-grid,2011,442387.76
France,Nuclear,On-grid,2012,425406.02
France,Nuclear,On-grid,2013,423684.67
France,Nuclear,On-grid,2014,436479.01
France,Nuclear,On-grid,2015,437427.81
France,Nuclear,On-grid,2016,403195.48
France,Nuclear,On-grid,2017,398359.13
France,Nuclear,On-grid,2018,412941.81
France,Nuclear,On-grid,2019,399011.59
France,Nuclear,On-grid,2020,353832.87
France,Nuclear,On-grid,2021,379361.29
France,Nuclear,On-grid,2022,0.0
France,Nuclear,Off-grid,2000,0.0
France,Nuclear,Off-grid,2001,0.0
France,Nuclear,Off-grid,2002,0.0
France,Nuclear,Off-grid,2003,0.0
France,Nuclear,Off-grid,2004,0.0
France,Nuclear,Off-grid,2005,0.0
France,Nuclear,Off-grid,2006,0.0
France,Nuclear,Off-grid,2007,0.0
France,Nuclear,Off-grid,2008,0.0
France,Nuclear,Off-grid,2009,0.0
France,Nuclear,Off-grid,2010,0.0
France,Nuclear,Off-grid,2011,0.0
France,Nuclear,Off-grid,2012,0.0
France,Nuclear,Off-grid,2013,0.0
France,Nuclear,Off-grid,2014,0.0
France,Nuclear,Off-grid,2015,0.0
France,Nuclear,Off-grid,2016,0.0
France,Nuclear,Off-grid,2017,0.0
France,Nuclear,Off-grid,2018,0.0
France,Nuclear,Off-grid,2019,0.0
France,Nuclear,Off-grid,2020,0.0
France,Nuclear,Off-grid,2021,0.0
France,Nuclear,Off-grid,2022,0.0
France,Other non-renewable energy,On-grid,2000,1081.0
France,Other non-renewable energy,On-grid,2001,1467.0
France,Other non-renewable energy,On-grid,2002,1537.0
France,Other non-renewable energy,On-grid,2003,1647.0
France,Other non-renewable energy,On-grid,2004,1717.0
France,Other non-renewable energy,On-grid,2005,1657.0
France,Other non-renewable energy,On-grid,2006,1605.0
France,Other non-renewable energy,On-grid,2007,2128.0
France,Other non-renewable energy,On-grid,2008,2159.0
France,Other non-renewable energy,On-grid,2009,2325.0
France,Other non-renewable energy,On-grid,2010,2165.0
France,Other non-renewable energy,On-grid,2011,2755.17
France,Other non-renewable energy,On-grid,2012,3035.0
France,Other non-renewable energy,On-grid,2013,2919.48
France,Other non-renewable energy,On-grid,2014,2873.57
France,Other non-renewable energy,On-grid,2015,2870.44
France,Other non-renewable energy,On-grid,2016,2970.79
France,Other non-renewable energy,On-grid,2017,3173.41
France,Other non-renewable energy,On-grid,2018,3024.75
France,Other non-renewable energy,On-grid,2019,2961.2
France,Other non-renewable energy,On-grid,2020,2938.44
France,Other non-renewable energy,On-grid,2021,2786.53
France,Other non-renewable energy,On-grid,2022,0.0
France,Other non-renewable energy,Off-grid,2000,0.0
France,Other non-renewable energy,Off-grid,2001,0.0
France,Other non-renewable energy,Off-grid,2002,0.0
France,Other non-renewable energy,Off-grid,2003,0.0
France,Other non-renewable energy,Off-grid,2004,0.0
France,Other non-renewable energy,Off-grid,2005,0.0
France,Other non-renewable energy,Off-grid,2006,0.0
France,Other non-renewable energy,Off-grid,2007,0.0
France,Other non-renewable energy,Off-grid,2008,0.0
France,Other non-renewable energy,Off-grid,2009,0.0
France,Other non-renewable energy,Off-grid,2010,0.0
France,Other non-renewable energy,Off-grid,2011,0.0
France,Other non-renewable energy,Off-grid,2012,0.0
France,Other non-renewable energy,Off-grid,2013,0.0
France,Other non-renewable energy,Off-grid,2014,0.0
France,Other non-renewable energy,Off-grid,2015,0.0
France,Other non-renewable energy,Off-grid,2016,0.0
France,Other non-renewable energy,Off-grid,2017,0.0
France,Other non-renewable energy,Off-grid,2018,0.0
France,Other non-renewable energy,Off-grid,2019,0.0
France,Other non-renewable energy,Off-grid,2020,0.0
France,Other non-renewable energy,Off-grid,2021,0.0
France,Other non-renewable energy,Off-grid,2022,0.0
Germany,Solar photovoltaic,On-grid,2000,60.0
Germany,Solar photovoltaic,On-grid,2001,116.0
Germany,Solar photovoltaic,On-grid,2002,188.0
Germany,Solar photovoltaic,On-grid,2003,313.0
Germany,Solar photovoltaic,On-grid,2004,557.0
Germany,Solar photovoltaic,On-grid,2005,1282.0
Germany,Solar photovoltaic,On-grid,2006,2220.0
Germany,Solar photovoltaic,On-grid,2007,3075.0
Germany,Solar photovoltaic,On-grid,2008,4420.0
Germany,Solar photovoltaic,On-grid,2009,6583.0
Germany,Solar photovoltaic,On-grid,2010,11729.0
Germany,Solar photovoltaic,On-grid,2011,19599.0
Germany,Solar photovoltaic,On-grid,2012,26380.0
Germany,Solar photovoltaic,On-grid,2013,31010.0
Germany,Solar photovoltaic,On-grid,2014,36056.0
Germany,Solar photovoltaic,On-grid,2015,38726.0
Germany,Solar photovoltaic,On-grid,2016,38098.0
Germany,Solar photovoltaic,On-grid,2017,39401.0
Germany,Solar photovoltaic,On-grid,2018,43459.0
Germany,Solar photovoltaic,On-grid,2019,44383.0
Germany,Solar photovoltaic,On-grid,2020,49496.0
Germany,Solar photovoltaic,On-grid,2021,49340.0
Germany,Solar photovoltaic,On-grid,2022,0.0
Germany,Solar photovoltaic,Off-grid,2000,0.0
Germany,Solar photovoltaic,Off-grid,2001,0.0
Germany,Solar photovoltaic,Off-grid,2002,0.0
Germany,Solar photovoltaic,Off-grid,2003,0.0
Germany,Solar photovoltaic,Off-grid,2004,0.0
Germany,Solar photovoltaic,Off-grid,2005,0.0
Germany,Solar photovoltaic,Off-grid,2006,0.0
Germany,Solar photovoltaic,Off-grid,2007,0.0
Germany,Solar photovoltaic,Off-grid,2008,0.0
Germany,Solar photovoltaic,Off-grid,2009,0.0
Germany,Solar photovoltaic,Off-grid,2010,0.0
Germany,Solar photovoltaic,Off-grid,2011,0.0
Germany,Solar photovoltaic,Off-grid,2012,0.0
Germany,Solar photovoltaic,Off-grid,2013,0.0
Germany,Solar photovoltaic,Off-grid,2014,0.0
Germany,Solar photovoltaic,Off-grid,2015,0.0
Germany,Solar photovoltaic,Off-grid,2016,0.0
Germany,Solar photovoltaic,Off-grid,2017,0.0
Germany,Solar photovoltaic,Off-grid,2018,0.0
Germany,Solar photovoltaic,Off-grid,2019,0.0
Germany,Solar photovoltaic,Off-grid,2020,0.0
Germany,Solar photovoltaic,Off-grid,2021,0.0
Germany,Solar photovoltaic,Off-grid,2022,0.0
Germany,Solar thermal energy,On-grid,2000,0.0
Germany,Solar thermal energy,On-grid,2001,0.0
Germany,Solar thermal energy,On-grid,2002,0.0
Germany,Solar thermal energy,On-grid,2003,0.0
Germany,Solar thermal energy,On-grid,2004,0.0
Germany,Solar thermal energy,On-grid,2005,0.0
Germany,Solar thermal energy,On-grid,2006,0.0
Germany,Solar thermal energy,On-grid,2007,0.0
Germany,Solar thermal energy,On-grid,2008,0.0
Germany,Solar thermal energy,On-grid,2009,0.0
Germany,Solar thermal energy,On-grid,2010,0.0
Germany,Solar thermal energy,On-grid,2011,0.0
Germany,Solar thermal energy,On-grid,2012,0.0
Germany,Solar thermal energy,On-grid,2013,0.0
Germany,Solar thermal energy,On-grid,2014,0.0
Germany,Solar thermal energy,On-grid,2015,0.0
Germany,Solar thermal energy,On-grid,2016,0.0
Germany,Solar thermal energy,On-grid,2017,0.0
Germany,Solar thermal energy,On-grid,2018,0.0
Germany,Solar thermal energy,On-grid,2019,0.0
Germany,Solar thermal energy,On-grid,2020,0.0
Germany,Solar thermal energy,On-grid,2021,0.0
Germany,Solar thermal energy,On-grid,2022,0.0
Germany,Solar thermal energy,Off-grid,2000,0.0
Germany,Solar thermal energy,Off-grid,2001,0.0
Germany,Solar thermal energy,Off-grid,2002,0.0
Germany,Solar thermal energy,Off-grid,2003,0.0
Germany,Solar thermal energy,Off-grid,2004,0.0
Germany,Solar thermal energy,Off-grid,2005,0.0
Germany,Solar thermal energy,Off-grid,2006,0.0
Germany,Solar thermal energy,Off-grid,2007,0.0
Germany,Solar thermal energy,Off-grid,2008,0.0
Germany,Solar thermal energy,Off-grid,2009,0.0
Germany,Solar thermal energy,Off-grid,2010,0.0
Germany,Solar thermal energy,Off-grid,2011,0.0
Germany,Solar thermal energy,Off-grid,2012,0.0
Germany,Solar thermal energy,Off-grid,2013,0.0
Germany,Solar thermal energy,Off-grid,2014,0.0
Germany,Solar thermal energy,Off-grid,2015,0.0
Germany,Solar thermal energy,Off-grid,2016,0.0
Germany,Solar thermal energy,Off-grid,2017,0.0
Germany,Solar thermal energy,Off-grid,2018,0.0
Germany,Solar thermal energy,Off-grid,2019,0.0
Germany,Solar thermal energy,Off-grid,2020,0.0
Germany,Solar thermal energy,Off-grid,2021,0.0
Germany,Solar thermal energy,Off-grid,2022,0.0
Germany,Onshore wind energy,On-grid,2000,9352.0
Germany,Onshore wind energy,On-grid,2001,10456.0
Germany,Onshore wind energy,On-grid,2002,15856.0
Germany,Onshore wind energy,On-grid,2003,19087.0
Germany,Onshore wind energy,On-grid,2004,26019.0
Germany,Onshore wind energy,On-grid,2005,27774.0
Germany,Onshore wind energy,On-grid,2006,31324.0
Germany,Onshore wind energy,On-grid,2007,40507.0
Germany,Onshore wind energy,On-grid,2008,41385.0
Germany,Onshore wind energy,On-grid,2009,39382.0
Germany,Onshore wind energy,On-grid,2010,38371.0
Germany,Onshore wind energy,On-grid,2011,49281.0
Germany,Onshore wind energy,On-grid,2012,50948.0
Germany,Onshore wind energy,On-grid,2013,51819.0
Germany,Onshore wind energy,On-grid,2014,57026.0
Germany,Onshore wind energy,On-grid,2015,72340.0
Germany,Onshore wind energy,On-grid,2016,67650.0
Germany,Onshore wind energy,On-grid,2017,88018.0
Germany,Onshore wind energy,On-grid,2018,90484.0
Germany,Onshore wind energy,On-grid,2019,101150.0
Germany,Onshore wind energy,On-grid,2020,104796.0
Germany,Onshore wind energy,On-grid,2021,90272.0
Germany,Onshore wind energy,On-grid,2022,0.0
Germany,Onshore wind energy,Off-grid,2000,0.0
Germany,Onshore wind energy,Off-grid,2001,0.0
Germany,Onshore wind energy,Off-grid,2002,0.0
Germany,Onshore wind energy,Off-grid,2003,0.0
Germany,Onshore wind energy,Off-grid,2004,0.0
Germany,Onshore wind energy,Off-grid,2005,0.0
Germany,Onshore wind energy,Off-grid,2006,0.0
Germany,Onshore wind energy,Off-grid,2007,0.0
Germany,Onshore wind energy,Off-grid,2008,0.0
Germany,Onshore wind energy,Off-grid,2009,0.0
Germany,Onshore wind energy,Off-grid,2010,0.0
Germany,Onshore wind energy,Off-grid,2011,0.0
Germany,Onshore wind energy,Off-grid,2012,0.0
Germany,Onshore wind energy,Off-grid,2013,0.0
Germany,Onshore wind energy,Off-grid,2014,0.0
Germany,Onshore wind energy,Off-grid,2015,0.0
Germany,Onshore wind energy,Off-grid,2016,0.0
Germany,Onshore wind energy,Off-grid,2017,0.0
Germany,Onshore wind energy,Off-grid,2018,0.0
Germany,Onshore wind energy,Off-grid,2019,0.0
Germany,Onshore wind energy,Off-grid,2020,0.0
Germany,Onshore wind energy,Off-grid,2021,0.0
Germany,Onshore wind energy,Off-grid,2022,0.0
Germany,Offshore wind energy,On-grid,2000,0.0
Germany,Offshore wind energy,On-grid,2001,0.0
Germany,Offshore wind energy,On-grid,2002,0.0
Germany,Offshore wind energy,On-grid,2003,0.0
Germany,Offshore wind energy,On-grid,2004,0.0
Germany,Offshore wind energy,On-grid,2005,0.0
Germany,Offshore wind energy,On-grid,2006,0.0
Germany,Offshore wind energy,On-grid,2007,0.0
Germany,Offshore wind energy,On-grid,2008,0.0
Germany,Offshore wind energy,On-grid,2009,38.0
Germany,Offshore wind energy,On-grid,2010,176.0
Germany,Offshore wind energy,On-grid,2011,577.0
Germany,Offshore wind energy,On-grid,2012,732.0
Germany,Offshore wind energy,On-grid,2013,918.0
Germany,Offshore wind energy,On-grid,2014,1471.0
Germany,Offshore wind energy,On-grid,2015,8284.0
Germany,Offshore wind energy,On-grid,2016,12274.0
Germany,Offshore wind energy,On-grid,2017,17675.0
Germany,Offshore wind energy,On-grid,2018,19467.0
Germany,Offshore wind energy,On-grid,2019,24744.0
Germany,Offshore wind energy,On-grid,2020,27306.0
Germany,Offshore wind energy,On-grid,2021,24375.0
Germany,Offshore wind energy,On-grid,2022,0.0
Germany,Offshore wind energy,Off-grid,2000,0.0
Germany,Offshore wind energy,Off-grid,2001,0.0
Germany,Offshore wind energy,Off-grid,2002,0.0
Germany,Offshore wind energy,Off-grid,2003,0.0
Germany,Offshore wind energy,Off-grid,2004,0.0
Germany,Offshore wind energy,Off-grid,2005,0.0
Germany,Offshore wind energy,Off-grid,2006,0.0
Germany,Offshore wind energy,Off-grid,2007,0.0
Germany,Offshore wind energy,Off-grid,2008,0.0
Germany,Offshore wind energy,Off-grid,2009,0.0
Germany,Offshore wind energy,Off-grid,2010,0.0
Germany,Offshore wind energy,Off-grid,2011,0.0
Germany,Offshore wind energy,Off-grid,2012,0.0
Germany,Offshore wind energy,Off-grid,2013,0.0
Germany,Offshore wind energy,Off-grid,2014,0.0
Germany,Offshore wind energy,Off-grid,2015,0.0
Germany,Offshore wind energy,Off-grid,2016,0.0
Germany,Offshore wind energy,Off-grid,2017,0.0
Germany,Offshore wind energy,Off-grid,2018,0.0
Germany,Offshore wind energy,Off-grid,2019,0.0
Germany,Offshore wind energy,Off-grid,2020,0.0
Germany,Offshore wind energy,Off-grid,2021,0.0
Germany,Offshore wind energy,Off-grid,2022,0.0
Germany,Renewable hydropower,On-grid,2000,21732.0
Germany,Renewable hydropower,On-grid,2001,22733.0
Germany,Renewable hydropower,On-grid,2002,23124.0
Germany,Renewable hydropower,On-grid,2003,18321.0
Germany,Renewable hydropower,On-grid,2004,20746.0
Germany,Renewable hydropower,On-grid,2005,19638.0
Germany,Renewable hydropower,On-grid,2006,20031.0
Germany,Renewable hydropower,On-grid,2007,21169.0
Germany,Renewable hydropower,On-grid,2008,20443.0
Germany,Renewable hydropower,On-grid,2009,19031.0
Germany,Renewable hydropower,On-grid,2010,20953.0
Germany,Renewable hydropower,On-grid,2011,17672.0
Germany,Renewable hydropower,On-grid,2012,21755.0
Germany,Renewable hydropower,On-grid,2013,22998.0
Germany,Renewable hydropower,On-grid,2014,19587.0
Germany,Renewable hydropower,On-grid,2015,18976.0
Germany,Renewable hydropower,On-grid,2016,20546.0
Germany,Renewable hydropower,On-grid,2017,20150.0
Germany,Renewable hydropower,On-grid,2018,17693.0
Germany,Renewable hydropower,On-grid,2019,19731.0
Germany,Renewable hydropower,On-grid,2020,18721.0
Germany,Renewable hydropower,On-grid,2021,19658.0
Germany,Renewable hydropower,On-grid,2022,0.0
Germany,Renewable hydropower,Off-grid,2000,0.0
Germany,Renewable hydropower,Off-grid,2001,0.0
Germany,Renewable hydropower,Off-grid,2002,0.0
Germany,Renewable hydropower,Off-grid,2003,0.0
Germany,Renewable hydropower,Off-grid,2004,0.0
Germany,Renewable hydropower,Off-grid,2005,0.0
Germany,Renewable hydropower,Off-grid,2006,0.0
Germany,Renewable hydropower,Off-grid,2007,0.0
Germany,Renewable hydropower,Off-grid,2008,0.0
Germany,Renewable hydropower,Off-grid,2009,0.0
Germany,Renewable hydropower,Off-grid,2010,0.0
Germany,Renewable hydropower,Off-grid,2011,0.0
Germany,Renewable hydropower,Off-grid,2012,0.0
Germany,Renewable hydropower,Off-grid,2013,0.0
Germany,Renewable hydropower,Off-grid,2014,0.0
Germany,Renewable hydropower,Off-grid,2015,0.0
Germany,Renewable hydropower,Off-grid,2016,0.0
Germany,Renewable hydropower,Off-grid,2017,0.0
Germany,Renewable hydropower,Off-grid,2018,0.0
Germany,Renewable hydropower,Off-grid,2019,0.0
Germany,Renewable hydropower,Off-grid,2020,0.0
Germany,Renewable hydropower,Off-grid,2021,0.0
Germany,Renewable hydropower,Off-grid,2022,0.0
Germany,Mixed Hydro Plants,On-grid,2000,0.0
Germany,Mixed Hydro Plants,On-grid,2001,0.0
Germany,Mixed Hydro Plants,On-grid,2002,0.0
Germany,Mixed Hydro Plants,On-grid,2003,0.0
Germany,Mixed Hydro Plants,On-grid,2004,0.0
Germany,Mixed Hydro Plants,On-grid,2005,0.0
Germany,Mixed Hydro Plants,On-grid,2006,0.0
Germany,Mixed Hydro Plants,On-grid,2007,0.0
Germany,Mixed Hydro Plants,On-grid,2008,0.0
Germany,Mixed Hydro Plants,On-grid,2009,0.0
Germany,Mixed Hydro Plants,On-grid,2010,0.0
Germany,Mixed Hydro Plants,On-grid,2011,0.0
Germany,Mixed Hydro Plants,On-grid,2012,0.0
Germany,Mixed Hydro Plants,On-grid,2013,0.0
Germany,Mixed Hydro Plants,On-grid,2014,0.0
Germany,Mixed Hydro Plants,On-grid,2015,0.0
Germany,Mixed Hydro Plants,On-grid,2016,0.0
Germany,Mixed Hydro Plants,On-grid,2017,0.0
Germany,Mixed Hydro Plants,On-grid,2018,0.0
Germany,Mixed Hydro Plants,On-grid,2019,0.0
Germany,Mixed Hydro Plants,On-grid,2020,0.0
Germany,Mixed Hydro Plants,On-grid,2021,0.0
Germany,Mixed Hydro Plants,On-grid,2022,0.0
Germany,Mixed Hydro Plants,Off-grid,2000,0.0
Germany,Mixed Hydro Plants,Off-grid,2001,0.0
Germany,Mixed Hydro Plants,Off-grid,2002,0.0
Germany,Mixed Hydro Plants,Off-grid,2003,0.0
Germany,Mixed Hydro Plants,Off-grid,2004,0.0
Germany,Mixed Hydro Plants,Off-grid,2005,0.0
Germany,Mixed Hydro Plants,Off-grid,2006,0.0
Germany,Mixed Hydro Plants,Off-grid,2007,0.0
Germany,Mixed Hydro Plants,Off-grid,2008,0.0
Germany,Mixed Hydro Plants,Off-grid,2009,0.0
Germany,Mixed Hydro Plants,Off-grid,2010,0.0
Germany,Mixed Hydro Plants,Off-grid,2011,0.0
Germany,Mixed Hydro Plants,Off-grid,2012,0.0
Germany,Mixed Hydro Plants,Off-grid,2013,0.0
Germany,Mixed Hydro Plants,Off-grid,2014,0.0
Germany,Mixed Hydro Plants,Off-grid,2015,0.0
Germany,Mixed Hydro Plants,Off-grid,2016,0.0
Germany,Mixed Hydro Plants,Off-grid,2017,0.0
Germany,Mixed Hydro Plants,Off-grid,2018,0.0
Germany,Mixed Hydro Plants,Off-grid,2019,0.0
Germany,Mixed Hydro Plants,Off-grid,2020,0.0
Germany,Mixed Hydro Plants,Off-grid,2021,0.0
Germany,Mixed Hydro Plants,Off-grid,2022,0.0
Germany,Pumped storage,On-grid,2000,4230.0
Germany,Pumped storage,On-grid,2001,4520.0
Germany,Pumped storage,On-grid,2002,4740.0
Germany,Pumped storage,On-grid,2003,4576.0
Germany,Pumped storage,On-grid,2004,5714.0
Germany,Pumped storage,On-grid,2005,6779.0
Germany,Pumped storage,On-grid,2006,6760.0
Germany,Pumped storage,On-grid,2007,6915.0
Germany,Pumped storage,On-grid,2008,6026.0
Germany,Pumped storage,On-grid,2009,5651.0
Germany,Pumped storage,On-grid,2010,6400.0
Germany,Pumped storage,On-grid,2011,5840.0
Germany,Pumped storage,On-grid,2012,6094.0
Germany,Pumped storage,On-grid,2013,5784.0
Germany,Pumped storage,On-grid,2014,5857.0
Germany,Pumped storage,On-grid,2015,5921.0
Germany,Pumped storage,On-grid,2016,5588.0
Germany,Pumped storage,On-grid,2017,6005.0
Germany,Pumped storage,On-grid,2018,6170.0
Germany,Pumped storage,On-grid,2019,5940.0
Germany,Pumped storage,On-grid,2020,6554.0
Germany,Pumped storage,On-grid,2021,5315.0
Germany,Pumped storage,On-grid,2022,0.0
Germany,Pumped storage,Off-grid,2000,0.0
Germany,Pumped storage,Off-grid,2001,0.0
Germany,Pumped storage,Off-grid,2002,0.0
Germany,Pumped storage,Off-grid,2003,0.0
Germany,Pumped storage,Off-grid,2004,0.0
Germany,Pumped storage,Off-grid,2005,0.0
Germany,Pumped storage,Off-grid,2006,0.0
Germany,Pumped storage,Off-grid,2007,0.0
Germany,Pumped storage,Off-grid,2008,0.0
Germany,Pumped storage,Off-grid,2009,0.0
Germany,Pumped storage,Off-grid,2010,0.0
Germany,Pumped storage,Off-grid,2011,0.0
Germany,Pumped storage,Off-grid,2012,0.0
Germany,Pumped storage,Off-grid,2013,0.0
Germany,Pumped storage,Off-grid,2014,0.0
Germany,Pumped storage,Off-grid,2015,0.0
Germany,Pumped storage,Off-grid,2016,0.0
Germany,Pumped storage,Off-grid,2017,0.0
Germany,Pumped storage,Off-grid,2018,0.0
Germany,Pumped storage,Off-grid,2019,0.0
Germany,Pumped storage,Off-grid,2020,0.0
Germany,Pumped storage,Off-grid,2021,0.0
Germany,Pumped storage,Off-grid,2022,0.0
Germany,Marine energy,On-grid,2000,0.0
Germany,Marine energy,On-grid,2001,0.0
Germany,Marine energy,On-grid,2002,0.0
Germany,Marine energy,On-grid,2003,0.0
Germany,Marine energy,On-grid,2004,0.0
Germany,Marine energy,On-grid,2005,0.0
Germany,Marine energy,On-grid,2006,0.0
Germany,Marine energy,On-grid,2007,0.0
Germany,Marine energy,On-grid,2008,0.0
Germany,Marine energy,On-grid,2009,0.0
Germany,Marine energy,On-grid,2010,0.0
Germany,Marine energy,On-grid,2011,0.0
Germany,Marine energy,On-grid,2012,0.0
Germany,Marine energy,On-grid,2013,0.0
Germany,Marine energy,On-grid,2014,0.0
Germany,Marine energy,On-grid,2015,0.0
Germany,Marine energy,On-grid,2016,0.0
Germany,Marine energy,On-grid,2017,0.0
Germany,Marine energy,On-grid,2018,0.0
Germany,Marine energy,On-grid,2019,0.0
Germany,Marine energy,On-grid,2020,0.0
Germany,Marine energy,On-grid,2021,0.0
Germany,Marine energy,On-grid,2022,0.0
Germany,Marine energy,Off-grid,2000,0.0
Germany,Marine energy,Off-grid,2001,0.0
Germany,Marine energy,Off-grid,2002,0.0
Germany,Marine energy,Off-grid,2003,0.0
Germany,Marine energy,Off-grid,2004,0.0
Germany,Marine energy,Off-grid,2005,0.0
Germany,Marine energy,Off-grid,2006,0.0
Germany,Marine energy,Off-grid,2007,0.0
Germany,Marine energy,Off-grid,2008,0.0
Germany,Marine energy,Off-grid,2009,0.0
Germany,Marine energy,Off-grid,2010,0.0
Germany,Marine energy,Off-grid,2011,0.0
Germany,Marine energy,Off-grid,2012,0.0
Germany,Marine energy,Off-grid,2013,0.0
Germany,Marine energy,Off-grid,2014,0.0
Germany,Marine energy,Off-grid,2015,0.0
Germany,Marine energy,Off-grid,2016,0.0
Germany,Marine energy,Off-grid,2017,0.0
Germany,Marine energy,Off-grid,2018,0.0
Germany,Marine energy,Off-grid,2019,0.0
Germany,Marine energy,Off-grid,2020,0.0
Germany,Marine energy,Off-grid,2021,0.0
Germany,Marine energy,Off-grid,2022,0.0
Germany,Solid biofuels,On-grid,2000,804.0
Germany,Solid biofuels,On-grid,2001,639.0
Germany,Solid biofuels,On-grid,2002,543.0
Germany,Solid biofuels,On-grid,2003,3392.0
Germany,Solid biofuels,On-grid,2004,5161.0
Germany,Solid biofuels,On-grid,2005,7479.0
Germany,Solid biofuels,On-grid,2006,8820.0
Germany,Solid biofuels,On-grid,2007,8699.0
Germany,Solid biofuels,On-grid,2008,9296.0
Germany,Solid biofuels,On-grid,2009,9746.0
Germany,Solid biofuels,On-grid,2010,10351.0
Germany,Solid biofuels,On-grid,2011,10516.0
Germany,Solid biofuels,On-grid,2012,10693.0
Germany,Solid biofuels,On-grid,2013,10555.0
Germany,Solid biofuels,On-grid,2014,10798.0
Germany,Solid biofuels,On-grid,2015,11034.0
Germany,Solid biofuels,On-grid,2016,10798.0
Germany,Solid biofuels,On-grid,2017,10644.0
Germany,Solid biofuels,On-grid,2018,11068.0
Germany,Solid biofuels,On-grid,2019,11039.0
Germany,Solid biofuels,On-grid,2020,11306.0
Germany,Solid biofuels,On-grid,2021,10909.0
Germany,Solid biofuels,On-grid,2022,0.0
