Country,Technology,Year,Public Investments (2020 million USD)
Germany,On-grid Solar photovoltaic,2010,0.0
Germany,On-grid Solar photovoltaic,2011,0.0
Germany,On-grid Solar photovoltaic,2012,0.0
Germany,On-grid Solar photovoltaic,2013,0.0
Germany,On-grid Solar photovoltaic,2014,0.0
Germany,On-grid Solar photovoltaic,2015,0.0
Germany,On-grid Solar photovoltaic,2016,0.0
Germany,On-grid Solar photovoltaic,2017,0.0
Germany,On-grid Solar photovoltaic,2018,0.0
Germany,On-grid Solar photovoltaic,2019,0.0
Germany,On-grid Solar photovoltaic,2020,0.0
Germany,On-grid Solar photovoltaic,2021,0.0
Germany,Off-grid Solar photovoltaic,2000,0.0
Germany,Off-grid Solar photovoltaic,2001,0.0
Germany,Off-grid Solar photovoltaic,2002,0.0
Germany,Off-grid Solar photovoltaic,2003,0.0
Germany,Off-grid Solar photovoltaic,2004,0.0
Germany,Off-grid Solar photovoltaic,2005,0.0
Germany,Off-grid Solar photovoltaic,2006,0.0
Germany,Off-grid Solar photovoltaic,2007,0.0
Germany,Off-grid Solar photovoltaic,2008,0.0
Germany,Off-grid Solar photovoltaic,2009,0.0
Germany,Off-grid Solar photovoltaic,2010,0.0
Germany,Off-grid Solar photovoltaic,2011,0.0
Germany,Off-grid Solar photovoltaic,2012,0.0
Germany,Off-grid Solar photovoltaic,2013,0.0
Germany,Off-grid Solar photovoltaic,2014,0.0
Germany,Off-grid Solar photovoltaic,2015,0.0
Germany,Off-grid Solar photovoltaic,2016,0.0
Germany,Off-grid Solar photovoltaic,2017,0.0
Germany,Off-grid Solar photovoltaic,2018,0.0
Germany,Off-grid Solar photovoltaic,2019,0.0
Germany,Off-grid Solar photovoltaic,2020,0.0
Germany,Off-grid Solar photovoltaic,2021,0.0
Germany,Solar thermal energy,2000,0.0
Germany,Solar thermal energy,2001,0.0
Germany,Solar thermal energy,2002,0.0
Germany,Solar thermal energy,2003,0.0
Germany,Solar thermal energy,2004,0.0
Germany,Solar thermal energy,2005,0.0
Germany,Solar thermal energy,2006,0.0
Germany,Solar thermal energy,2007,0.0
Germany,Solar thermal energy,2008,0.0
Germany,Solar thermal energy,2009,0.0
Germany,Solar thermal energy,2010,0.0
Germany,Solar thermal energy,2011,0.0
Germany,Solar thermal energy,2012,0.0
Germany,Solar thermal energy,2013,0.0
Germany,Solar thermal energy,2014,0.0
Germany,Solar thermal energy,2015,0.0
Germany,Solar thermal energy,2016,0.0
Germany,Solar thermal energy,2017,0.0
Germany,Solar thermal energy,2018,0.0
Germany,Solar thermal energy,2019,0.0
Germany,Solar thermal energy,2020,0.0
Germany,Solar thermal energy,2021,0.0
Germany,Concentrated solar power,2000,0.0
Germany,Concentrated solar power,2001,0.0
Germany,Concentrated solar power,2002,0.0
Germany,Concentrated solar power,2003,0.0
Germany,Concentrated solar power,2004,0.0
Germany,Concentrated solar power,2005,0.0
Germany,Concentrated solar power,2006,0.0
Germany,Concentrated solar power,2007,0.0
Germany,Concentrated solar power,2008,0.0
Germany,Concentrated solar power,2009,0.0
Germany,Concentrated solar power,2010,0.0
Germany,Concentrated solar power,2011,0.0
Germany,Concentrated solar power,2012,0.0
Germany,Concentrated solar power,2013,0.0
Germany,Concentrated solar power,2014,0.0
Germany,Concentrated solar power,2015,0.0
Germany,Concentrated solar power,2016,0.0
Germany,Concentrated solar power,2017,0.0
Germany,Concentrated solar power,2018,0.0
Germany,Concentrated solar power,2019,0.0
Germany,Concentrated solar power,2020,0.0
Germany,Concentrated solar power,2021,0.0
Germany,Onshore wind energy,2000,0.0
Germany,Onshore wind energy,2001,0.0
Germany,Onshore wind energy,2002,0.0
Germany,Onshore wind energy,2003,0.0
Germany,Onshore wind energy,2004,0.0
Germany,Onshore wind energy,2005,0.0
Germany,Onshore wind energy,2006,0.0
Germany,Onshore wind energy,2007,0.0
Germany,Onshore wind energy,2008,0.0
Germany,Onshore wind energy,2009,0.0
Germany,Onshore wind energy,2010,0.0
Germany,Onshore wind energy,2011,0.0
Germany,Onshore wind energy,2012,0.0
Germany,Onshore wind energy,2013,0.0
Germany,Onshore wind energy,2014,0.0
Germany,Onshore wind energy,2015,0.0
Germany,Onshore wind energy,2016,0.0
Germany,Onshore wind energy,2017,0.0
Germany,Onshore wind energy,2018,0.0
Germany,Onshore wind energy,2019,0.0
Germany,Onshore wind energy,2020,0.0
Germany,Onshore wind energy,2021,0.0
Germany,Offshore wind energy,2000,0.0
Germany,Offshore wind energy,2001,0.0
Germany,Offshore wind energy,2002,0.0
Germany,Offshore wind energy,2003,0.0
Germany,Offshore wind energy,2004,0.0
Germany,Offshore wind energy,2005,0.0
Germany,Offshore wind energy,2006,0.0
Germany,Offshore wind energy,2007,0.0
Germany,Offshore wind energy,2008,0.0
Germany,Offshore wind energy,2009,0.0
Germany,Offshore wind energy,2010,392.29
Germany,Offshore wind energy,2011,758.85
Germany,Offshore wind energy,2012,642.75
Germany,Offshore wind energy,2013,579.77
Germany,Offshore wind energy,2014,711.85
Germany,Offshore wind energy,2015,190.28
Germany,Offshore wind energy,2016,0.0
Germany,Offshore wind energy,2017,0.0
Germany,Offshore wind energy,2018,0.0
Germany,Offshore wind energy,2019,0.0
Germany,Offshore wind energy,2020,0.0
Germany,Offshore wind energy,2021,173.42
Germany,Renewable hydropower,2000,0.0
Germany,Renewable hydropower,2001,0.0
Germany,Renewable hydropower,2002,0.0
Germany,Renewable hydropower,2003,0.0
Germany,Renewable hydropower,2004,0.0
Germany,Renewable hydropower,2005,0.0
Germany,Renewable hydropower,2006,0.0
Germany,Renewable hydropower,2007,0.0
Germany,Renewable hydropower,2008,0.0
Germany,Renewable hydropower,2009,0.0
Germany,Renewable hydropower,2010,0.0
Germany,Renewable hydropower,2011,0.0
Germany,Renewable hydropower,2012,0.0
Germany,Renewable hydropower,2013,0.0
Germany,Renewable hydropower,2014,0.0
Germany,Renewable hydropower,2015,0.0
Germany,Renewable hydropower,2016,0.0
Germany,Renewable hydropower,2017,0.0
Germany,Renewable hydropower,2018,0.0
Germany,Renewable hydropower,2019,0.0
Germany,Renewable hydropower,2020,0.0
Germany,Renewable hydropower,2021,0.0
Germany,Pumped storage,2000,0.0
Germany,Pumped storage,2001,0.0
Germany,Pumped storage,2002,0.0
Germany,Pumped storage,2003,0.0
Germany,Pumped storage,2004,0.0
Germany,Pumped storage,2005,0.0
Germany,Pumped storage,2006,0.0
Germany,Pumped storage,2007,0.0
Germany,Pumped storage,2008,0.0
Germany,Pumped storage,2009,0.0
Germany,Pumped storage,2010,0.0
Germany,Pumped storage,2011,0.0
Germany,Pumped storage,2012,0.0
Germany,Pumped storage,2013,0.0
Germany,Pumped storage,2014,0.0
Germany,Pumped storage,2015,0.0
Germany,Pumped storage,2016,0.0
Germany,Pumped storage,2017,0.0
Germany,Pumped storage,2018,0.0
Germany,Pumped storage,2019,0.0
Germany,Pumped storage,2020,0.0
Germany,Pumped storage,2021,0.0
Germany,Marine energy,2000,0.0
Germany,Marine energy,2001,0.0
Germany,Marine energy,2002,0.0
Germany,Marine energy,2003,0.0
Germany,Marine energy,2004,0.0
Germany,Marine energy,2005,0.0
Germany,Marine energy,2006,0.0
Germany,Marine energy,2007,0.0
Germany,Marine energy,2008,0.0
Germany,Marine energy,2009,0.0
Germany,Marine energy,2010,0.0
Germany,Marine energy,2011,0.0
Germany,Marine energy,2012,0.0
Germany,Marine energy,2013,0.0
Germany,Marine energy,2014,0.0
Germany,Marine energy,2015,0.0
Germany,Marine energy,2016,0.0
Germany,Marine energy,2017,0.0
Germany,Marine energy,2018,0.0
Germany,Marine energy,2019,0.0
Germany,Marine energy,2020,0.0
Germany,Marine energy,2021,0.0
Germany,Other primary solid biofuels n.e.s.,2000,0.0
Germany,Other primary solid biofuels n.e.s.,2001,0.0
Germany,Other primary solid biofuels n.e.s.,2002,0.0
Germany,Other primary solid biofuels n.e.s.,2003,0.0
Germany,Other primary solid biofuels n.e.s.,2004,0.0
Germany,Other primary solid biofuels n.e.s.,2005,0.0
Germany,Other primary solid biofuels n.e.s.,2006,0.0
Germany,Other primary solid biofuels n.e.s.,2007,0.0
Germany,Other primary solid biofuels n.e.s.,2008,0.0
Germany,Other primary solid biofuels n.e.s.,2009,0.0
Germany,Other primary solid biofuels n.e.s.,2010,0.0
Germany,Other primary solid biofuels n.e.s.,2011,0.0
Germany,Other primary solid biofuels n.e.s.,2012,0.0
Germany,Other primary solid biofuels n.e.s.,2013,0.0
Germany,Other primary solid biofuels n.e.s.,2014,0.0
Germany,Other primary solid biofuels n.e.s.,2015,0.0
Germany,Other primary solid biofuels n.e.s.,2016,0.0
Germany,Other primary solid biofuels n.e.s.,2017,0.0
Germany,Other primary solid biofuels n.e.s.,2018,0.0
Germany,Other primary solid biofuels n.e.s.,2019,0.0
Germany,Other primary solid biofuels n.e.s.,2020,0.0
Germany,Other primary solid biofuels n.e.s.,2021,0.0
Germany,Renewable municipal waste,2000,0.0
Germany,Renewable municipal waste,2001,0.0
Germany,Renewable municipal waste,2002,0.0
Germany,Renewable municipal waste,2003,0.0
Germany,Renewable municipal waste,2004,0.0
Germany,Renewable municipal waste,2005,0.0
Germany,Renewable municipal waste,2006,0.0
Germany,Renewable municipal waste,2007,0.0
Germany,Renewable municipal waste,2008,0.0
Germany,Renewable municipal waste,2009,0.0
Germany,Renewable municipal waste,2010,0.0
Germany,Renewable municipal waste,2011,0.0
Germany,Renewable municipal waste,2012,0.0
Germany,Renewable municipal waste,2013,0.0
Germany,Renewable municipal waste,2014,0.0
Germany,Renewable municipal waste,2015,0.0
Germany,Renewable municipal waste,2016,0.0
Germany,Renewable municipal waste,2017,0.0
Germany,Renewable municipal waste,2018,0.0
Germany,Renewable municipal waste,2019,0.0
Germany,Renewable municipal waste,2020,0.0
Germany,Renewable municipal waste,2021,0.0
Germany,Liquid biofuels,2000,0.0
Germany,Liquid biofuels,2001,0.0
Germany,Liquid biofuels,2002,0.0
Germany,Liquid biofuels,2003,0.0
Germany,Liquid biofuels,2004,0.0
Germany,Liquid biofuels,2005,0.0
Germany,Liquid biofuels,2006,0.0
Germany,Liquid biofuels,2007,0.0
Germany,Liquid biofuels,2008,0.0
Germany,Liquid biofuels,2009,0.0
Germany,Liquid biofuels,2010,0.0
Germany,Liquid biofuels,2011,0.0
Germany,Liquid biofuels,2012,0.0
Germany,Liquid biofuels,2013,0.0
Germany,Liquid biofuels,2014,0.0
Germany,Liquid biofuels,2015,0.0
Germany,Liquid biofuels,2016,0.0
Germany,Liquid biofuels,2017,0.0
Germany,Liquid biofuels,2018,0.0
Germany,Liquid biofuels,2019,0.0
Germany,Liquid biofuels,2020,0.0
Germany,Liquid biofuels,2021,0.0
Germany,Biogas,2000,0.0
Germany,Biogas,2001,0.0
Germany,Biogas,2002,0.0
Germany,Biogas,2003,0.0
Germany,Biogas,2004,0.0
Germany,Biogas,2005,0.0
Germany,Biogas,2006,0.0
Germany,Biogas,2007,0.0
Germany,Biogas,2008,0.0
Germany,Biogas,2009,0.0
Germany,Biogas,2010,0.0
Germany,Biogas,2011,0.0
Germany,Biogas,2012,0.0
Germany,Biogas,2013,0.0
Germany,Biogas,2014,0.0
Germany,Biogas,2015,0.0
Germany,Biogas,2016,0.0
Germany,Biogas,2017,0.0
Germany,Biogas,2018,0.0
Germany,Biogas,2019,0.0
Germany,Biogas,2020,0.0
Germany,Biogas,2021,0.0
Germany,Geothermal energy,2000,0.0
Germany,Geothermal energy,2001,0.0
Germany,Geothermal energy,2002,0.0
Germany,Geothermal energy,2003,0.0
Germany,Geothermal energy,2004,0.0
Germany,Geothermal energy,2005,0.0
Germany,Geothermal energy,2006,0.0
Germany,Geothermal energy,2007,0.0
Germany,Geothermal energy,2008,0.0
Germany,Geothermal energy,2009,0.0
Germany,Geothermal energy,2010,0.0
Germany,Geothermal energy,2011,0.0
Germany,Geothermal energy,2012,0.0
Germany,Geothermal energy,2013,0.0
Germany,Geothermal energy,2014,0.0
Germany,Geothermal energy,2015,0.0
Germany,Geothermal energy,2016,0.0
Germany,Geothermal energy,2017,0.0
Germany,Geothermal energy,2018,0.0
Germany,Geothermal energy,2019,0.0
Germany,Geothermal energy,2020,0.0
Germany,Geothermal energy,2021,0.0
Germany,Multiple renewables*,2000,0.0
Germany,Multiple renewables*,2001,0.0
Germany,Multiple renewables*,2002,0.0
Germany,Multiple renewables*,2003,0.0
Germany,Multiple renewables*,2004,0.0
Germany,Multiple renewables*,2005,0.0
Germany,Multiple renewables*,2006,0.0
Germany,Multiple renewables*,2007,0.0
Germany,Multiple renewables*,2008,0.0
Germany,Multiple renewables*,2009,0.0
Germany,Multiple renewables*,2010,0.0
Germany,Multiple renewables*,2011,0.0
Germany,Multiple renewables*,2012,0.0
Germany,Multiple renewables*,2013,0.0
Germany,Multiple renewables*,2014,0.0
Germany,Multiple renewables*,2015,114.35
Germany,Multiple renewables*,2016,0.0
Germany,Multiple renewables*,2017,0.0
Germany,Multiple renewables*,2018,212.1
Germany,Multiple renewables*,2019,86.85
Germany,Multiple renewables*,2020,0.0
Germany,Multiple renewables*,2021,62.88
Germany,Coal and peat,2000,0.0
Germany,Coal and peat,2001,0.0
Germany,Coal and peat,2002,0.0
Germany,Coal and peat,2003,0.0
Germany,Coal and peat,2004,0.0
Germany,Coal and peat,2005,0.0
Germany,Coal and peat,2006,0.0
Germany,Coal and peat,2007,0.0
Germany,Coal and peat,2008,0.0
Germany,Coal and peat,2009,0.0
Germany,Coal and peat,2010,0.0
Germany,Coal and peat,2011,0.0
Germany,Coal and peat,2012,0.0
Germany,Coal and peat,2013,0.0
Germany,Coal and peat,2014,0.0
Germany,Coal and peat,2015,0.0
Germany,Coal and peat,2016,0.0
Germany,Coal and peat,2017,0.0
Germany,Coal and peat,2018,0.0
Germany,Coal and peat,2019,0.0
Germany,Coal and peat,2020,0.0
Germany,Coal and peat,2021,0.0
Germany,Oil,2000,0.0
Germany,Oil,2001,0.0
Germany,Oil,2002,0.0
Germany,Oil,2003,0.0
Germany,Oil,2004,0.0
Germany,Oil,2005,0.0
Germany,Oil,2006,0.0
Germany,Oil,2007,0.0
Germany,Oil,2008,0.0
Germany,Oil,2009,0.0
Germany,Oil,2010,0.0
Germany,Oil,2011,0.0
Germany,Oil,2012,0.0
Germany,Oil,2013,0.0
Germany,Oil,2014,0.0
Germany,Oil,2015,0.0
Germany,Oil,2016,0.0
Germany,Oil,2017,0.0
Germany,Oil,2018,0.0
Germany,Oil,2019,0.0
Germany,Oil,2020,0.0
Germany,Oil,2021,0.0
Germany,Natural gas,2000,0.0
Germany,Natural gas,2001,0.0
Germany,Natural gas,2002,0.0
Germany,Natural gas,2003,0.0
Germany,Natural gas,2004,0.0
Germany,Natural gas,2005,0.0
Germany,Natural gas,2006,0.0
Germany,Natural gas,2007,0.0
Germany,Natural gas,2008,0.0
Germany,Natural gas,2009,0.0
Germany,Natural gas,2010,0.0
Germany,Natural gas,2011,0.0
Germany,Natural gas,2012,0.0
Germany,Natural gas,2013,0.0
Germany,Natural gas,2014,0.0
Germany,Natural gas,2015,0.0
Germany,Natural gas,2016,0.0
Germany,Natural gas,2017,0.0
Germany,Natural gas,2018,0.0
Germany,Natural gas,2019,0.0
Germany,Natural gas,2020,0.0
Germany,Natural gas,2021,0.0
Germany,Non-renewable municipal waste,2000,0.0
Germany,Non-renewable municipal waste,2001,0.0
Germany,Non-renewable municipal waste,2002,0.0
Germany,Non-renewable municipal waste,2003,0.0
Germany,Non-renewable municipal waste,2004,0.0
Germany,Non-renewable municipal waste,2005,0.0
Germany,Non-renewable municipal waste,2006,0.0
Germany,Non-renewable municipal waste,2007,0.0
Germany,Non-renewable municipal waste,2008,0.0
Germany,Non-renewable municipal waste,2009,0.0
Germany,Non-renewable municipal waste,2010,0.0
Germany,Non-renewable municipal waste,2011,0.0
Germany,Non-renewable municipal waste,2012,0.0
Germany,Non-renewable municipal waste,2013,0.0
Germany,Non-renewable municipal waste,2014,0.0
Germany,Non-renewable municipal waste,2015,0.0
Germany,Non-renewable municipal waste,2016,0.0
Germany,Non-renewable municipal waste,2017,0.0
Germany,Non-renewable municipal waste,2018,0.0
Germany,Non-renewable municipal waste,2019,0.0
Germany,Non-renewable municipal waste,2020,0.0
Germany,Non-renewable municipal waste,2021,0.0
Germany,Fossil fuels n.e.s.,2000,0.0
Germany,Fossil fuels n.e.s.,2001,0.0
Germany,Fossil fuels n.e.s.,2002,0.0
Germany,Fossil fuels n.e.s.,2003,0.0
Germany,Fossil fuels n.e.s.,2004,0.0
Germany,Fossil fuels n.e.s.,2005,0.0
Germany,Fossil fuels n.e.s.,2006,0.0
Germany,Fossil fuels n.e.s.,2007,0.0
Germany,Fossil fuels n.e.s.,2008,0.0
Germany,Fossil fuels n.e.s.,2009,0.0
Germany,Fossil fuels n.e.s.,2010,0.0
Germany,Fossil fuels n.e.s.,2011,0.0
Germany,Fossil fuels n.e.s.,2012,0.0
Germany,Fossil fuels n.e.s.,2013,0.0
Germany,Fossil fuels n.e.s.,2014,0.0
Germany,Fossil fuels n.e.s.,2015,0.0
Germany,Fossil fuels n.e.s.,2016,0.0
Germany,Fossil fuels n.e.s.,2017,0.0
Germany,Fossil fuels n.e.s.,2018,0.0
Germany,Fossil fuels n.e.s.,2019,0.0
Germany,Fossil fuels n.e.s.,2020,0.0
Germany,Fossil fuels n.e.s.,2021,0.0
Germany,Nuclear,2000,0.0
Germany,Nuclear,2001,0.0
Germany,Nuclear,2002,0.0
Germany,Nuclear,2003,0.0
Germany,Nuclear,2004,0.0
Germany,Nuclear,2005,0.0
Germany,Nuclear,2006,0.0
Germany,Nuclear,2007,0.0
Germany,Nuclear,2008,0.0
Germany,Nuclear,2009,0.0
Germany,Nuclear,2010,0.0
Germany,Nuclear,2011,0.0
Germany,Nuclear,2012,0.0
Germany,Nuclear,2013,0.0
Germany,Nuclear,2014,0.0
Germany,Nuclear,2015,0.0
Germany,Nuclear,2016,0.0
Germany,Nuclear,2017,0.0
Germany,Nuclear,2018,0.0
Germany,Nuclear,2019,0.0
Germany,Nuclear,2020,0.0
Germany,Nuclear,2021,0.0
Italy,On-grid Solar photovoltaic,2000,0.0
Italy,On-grid Solar photovoltaic,2001,0.0
Italy,On-grid Solar photovoltaic,2002,0.0
Italy,On-grid Solar photovoltaic,2003,0.0
Italy,On-grid Solar photovoltaic,2004,0.0
Italy,On-grid Solar photovoltaic,2005,0.0
Italy,On-grid Solar photovoltaic,2006,0.0
Italy,On-grid Solar photovoltaic,2007,0.0
Italy,On-grid Solar photovoltaic,2008,0.0
Italy,On-grid Solar photovoltaic,2009,0.0
Italy,On-grid Solar photovoltaic,2010,1213.98
Italy,On-grid Solar photovoltaic,2011,62.89
Italy,On-grid Solar photovoltaic,2012,0.0
Italy,On-grid Solar photovoltaic,2013,0.0
Italy,On-grid Solar photovoltaic,2014,0.0
Italy,On-grid Solar photovoltaic,2015,0.0
Italy,On-grid Solar photovoltaic,2016,84.68
Italy,On-grid Solar photovoltaic,2017,0.0
Italy,On-grid Solar photovoltaic,2018,2.71
Italy,On-grid Solar photovoltaic,2019,0.0
Italy,On-grid Solar photovoltaic,2020,0.0
Italy,On-grid Solar photovoltaic,2021,0.0
Italy,Off-grid Solar photovoltaic,2000,0.0
Italy,Off-grid Solar photovoltaic,2001,0.0
Italy,Off-grid Solar photovoltaic,2002,0.0
Italy,Off-grid Solar photovoltaic,2003,0.0
Italy,Off-grid Solar photovoltaic,2004,0.0
Italy,Off-grid Solar photovoltaic,2005,0.0
Italy,Off-grid Solar photovoltaic,2006,0.0
Italy,Off-grid Solar photovoltaic,2007,0.0
Italy,Off-grid Solar photovoltaic,2008,0.0
Italy,Off-grid Solar photovoltaic,2009,0.0
Italy,Off-grid Solar photovoltaic,2010,0.0
Italy,Off-grid Solar photovoltaic,2011,0.0
Italy,Off-grid Solar photovoltaic,2012,0.0
Italy,Off-grid Solar photovoltaic,2013,0.0
Italy,Off-grid Solar photovoltaic,2014,0.0
Italy,Off-grid Solar photovoltaic,2015,0.0
Italy,Off-grid Solar photovoltaic,2016,0.0
Italy,Off-grid Solar photovoltaic,2017,0.0
Italy,Off-grid Solar photovoltaic,2018,0.0
Italy,Off-grid Solar photovoltaic,2019,0.0
Italy,Off-grid Solar photovoltaic,2020,0.0
Italy,Off-grid Solar photovoltaic,2021,0.0
Italy,Solar thermal energy,2000,0.0
Italy,Solar thermal energy,2001,0.0
Italy,Solar thermal energy,2002,0.0
Italy,Solar thermal energy,2003,0.0
Italy,Solar thermal energy,2004,0.0
Italy,Solar thermal energy,2005,0.0
Italy,Solar thermal energy,2006,0.0
Italy,Solar thermal energy,2007,0.0
Italy,Solar thermal energy,2008,0.0
Italy,Solar thermal energy,2009,0.0
Italy,Solar thermal energy,2010,0.0
Italy,Solar thermal energy,2011,0.0
Italy,Solar thermal energy,2012,0.0
Italy,Solar thermal energy,2013,0.0
Italy,Solar thermal energy,2014,0.0
Italy,Solar thermal energy,2015,0.0
Italy,Solar thermal energy,2016,0.0
Italy,Solar thermal energy,2017,0.0
Italy,Solar thermal energy,2018,0.0
Italy,Solar thermal energy,2019,0.0
Italy,Solar thermal energy,2020,0.0
Italy,Solar thermal energy,2021,0.0
Italy,Concentrated solar power,2000,0.0
Italy,Concentrated solar power,2001,0.0
Italy,Concentrated solar power,2002,0.0
Italy,Concentrated solar power,2003,0.0
Italy,Concentrated solar power,2004,0.0
Italy,Concentrated solar power,2005,0.0
Italy,Concentrated solar power,2006,0.0
Italy,Concentrated solar power,2007,0.0
Italy,Concentrated solar power,2008,0.0
Italy,Concentrated solar power,2009,0.0
Italy,Concentrated solar power,2010,0.0
Italy,Concentrated solar power,2011,0.0
Italy,Concentrated solar power,2012,0.0
Italy,Concentrated solar power,2013,0.0
Italy,Concentrated solar power,2014,0.0
Italy,Concentrated solar power,2015,0.0
Italy,Concentrated solar power,2016,0.0
Italy,Concentrated solar power,2017,0.0
Italy,Concentrated solar power,2018,0.0
Italy,Concentrated solar power,2019,0.0
Italy,Concentrated solar power,2020,0.0
Italy,Concentrated solar power,2021,0.0
Italy,Onshore wind energy,2000,0.0
Italy,Onshore wind energy,2001,0.0
Italy,Onshore wind energy,2002,0.0
Italy,Onshore wind energy,2003,0.0
Italy,Onshore wind energy,2004,0.0
Italy,Onshore wind energy,2005,0.0
Italy,Onshore wind energy,2006,0.0
Italy,Onshore wind energy,2007,0.0
Italy,Onshore wind energy,2008,0.0
Italy,Onshore wind energy,2009,0.0
Italy,Onshore wind energy,2010,0.0
Italy,Onshore wind energy,2011,0.0
Italy,Onshore wind energy,2012,0.0
Italy,Onshore wind energy,2013,0.0
Italy,Onshore wind energy,2014,0.0
Italy,Onshore wind energy,2015,0.0
Italy,Onshore wind energy,2016,0.0
Italy,Onshore wind energy,2017,179.69
Italy,Onshore wind energy,2018,0.0
Italy,Onshore wind energy,2019,0.0
Italy,Onshore wind energy,2020,0.0
Italy,Onshore wind energy,2021,84.51
Italy,Offshore wind energy,2000,0.0
Italy,Offshore wind energy,2001,0.0
Italy,Offshore wind energy,2002,0.0
Italy,Offshore wind energy,2003,0.0
Italy,Offshore wind energy,2004,0.0
Italy,Offshore wind energy,2005,0.0
Italy,Offshore wind energy,2006,0.0
Italy,Offshore wind energy,2007,0.0
Italy,Offshore wind energy,2008,0.0
Italy,Offshore wind energy,2009,0.0
Italy,Offshore wind energy,2010,0.0
Italy,Offshore wind energy,2011,0.0
Italy,Offshore wind energy,2012,0.0
Italy,Offshore wind energy,2013,0.0
Italy,Offshore wind energy,2014,0.0
Italy,Offshore wind energy,2015,0.0
Italy,Offshore wind energy,2016,0.0
Italy,Offshore wind energy,2017,0.0
Italy,Offshore wind energy,2018,0.0
Italy,Offshore wind energy,2019,0.0
Italy,Offshore wind energy,2020,0.0
Italy,Offshore wind energy,2021,0.0
Italy,Renewable hydropower,2000,0.0
Italy,Renewable hydropower,2001,0.0
Italy,Renewable hydropower,2002,0.0
Italy,Renewable hydropower,2003,0.0
Italy,Renewable hydropower,2004,0.0
Italy,Renewable hydropower,2005,0.0
Italy,Renewable hydropower,2006,0.0
Italy,Renewable hydropower,2007,0.0
Italy,Renewable hydropower,2008,0.0
Italy,Renewable hydropower,2009,0.0
Italy,Renewable hydropower,2010,64.51
Italy,Renewable hydropower,2011,0.0
Italy,Renewable hydropower,2012,0.0
Italy,Renewable hydropower,2013,0.0
Italy,Renewable hydropower,2014,309.5
Italy,Renewable hydropower,2015,0.0
Italy,Renewable hydropower,2016,30.24
Italy,Renewable hydropower,2017,95.84
Italy,Renewable hydropower,2018,0.0
Italy,Renewable hydropower,2019,0.0
Italy,Renewable hydropower,2020,0.0
Italy,Renewable hydropower,2021,142.37
Italy,Pumped storage,2000,0.0
Italy,Pumped storage,2001,0.0
Italy,Pumped storage,2002,0.0
Italy,Pumped storage,2003,0.0
Italy,Pumped storage,2004,0.0
Italy,Pumped storage,2005,0.0
Italy,Pumped storage,2006,0.0
Italy,Pumped storage,2007,0.0
Italy,Pumped storage,2008,0.0
Italy,Pumped storage,2009,0.0
Italy,Pumped storage,2010,0.0
Italy,Pumped storage,2011,0.0
Italy,Pumped storage,2012,0.0
Italy,Pumped storage,2013,0.0
Italy,Pumped storage,2014,0.0
Italy,Pumped storage,2015,0.0
Italy,Pumped storage,2016,0.0
Italy,Pumped storage,2017,0.0
Italy,Pumped storage,2018,0.0
Italy,Pumped storage,2019,0.0
Italy,Pumped storage,2020,0.0
Italy,Pumped storage,2021,0.0
Italy,Marine energy,2000,0.0
Italy,Marine energy,2001,0.0
Italy,Marine energy,2002,0.0
Italy,Marine energy,2003,0.0
Italy,Marine energy,2004,0.0
Italy,Marine energy,2005,0.0
Italy,Marine energy,2006,0.0
Italy,Marine energy,2007,0.0
Italy,Marine energy,2008,0.0
Italy,Marine energy,2009,0.0
Italy,Marine energy,2010,0.0
Italy,Marine energy,2011,0.0
Italy,Marine energy,2012,0.0
Italy,Marine energy,2013,0.0
Italy,Marine energy,2014,0.0
Italy,Marine energy,2015,0.0
Italy,Marine energy,2016,0.0
Italy,Marine energy,2017,0.0
Italy,Marine energy,2018,0.0
Italy,Marine energy,2019,0.0
Italy,Marine energy,2020,0.0
Italy,Marine energy,2021,0.0
Italy,Other primary solid biofuels n.e.s.,2000,0.0
Italy,Other primary solid biofuels n.e.s.,2001,0.0
Italy,Other primary solid biofuels n.e.s.,2002,0.0
Italy,Other primary solid biofuels n.e.s.,2003,0.0
Italy,Other primary solid biofuels n.e.s.,2004,0.0
Italy,Other primary solid biofuels n.e.s.,2005,0.0
Italy,Other primary solid biofuels n.e.s.,2006,0.0
Italy,Other primary solid biofuels n.e.s.,2007,0.0
Italy,Other primary solid biofuels n.e.s.,2008,0.0
Italy,Other primary solid biofuels n.e.s.,2009,0.0
Italy,Other primary solid biofuels n.e.s.,2010,0.0
Italy,Other primary solid biofuels n.e.s.,2011,0.0
Italy,Other primary solid biofuels n.e.s.,2012,0.0
Italy,Other primary solid biofuels n.e.s.,2013,0.0
Italy,Other primary solid biofuels n.e.s.,2014,43.33
Italy,Other primary solid biofuels n.e.s.,2015,0.0
Italy,Other primary solid biofuels n.e.s.,2016,78.63
Italy,Other primary solid biofuels n.e.s.,2017,0.0
Italy,Other primary solid biofuels n.e.s.,2018,0.0
Italy,Other primary solid biofuels n.e.s.,2019,0.0
Italy,Other primary solid biofuels n.e.s.,2020,0.0
Italy,Other primary solid biofuels n.e.s.,2021,0.0
Italy,Renewable municipal waste,2000,0.0
Italy,Renewable municipal waste,2001,0.0
Italy,Renewable municipal waste,2002,0.0
Italy,Renewable municipal waste,2003,0.0
Italy,Renewable municipal waste,2004,0.0
Italy,Renewable municipal waste,2005,0.0
Italy,Renewable municipal waste,2006,0.0
